Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000036882	Arhgap33	7
ENSMUSG00000002763	Pex6	17
ENSMUSG00000079658	Eloc	1
ENSMUSG00000002900	Lamb1	12
ENSMUSG00000050211	Pla2g4e	2
ENSMUSG00000057777	Mab21l2	3
ENSMUSG00000020419	Hormad2	11
ENSMUSG00000033316	Galnt9	5
ENSMUSG00000028080	Lrba	3
ENSMUSG00000070810	Sult2a6	7
ENSMUSG00000034112	Atp2c2	8
ENSMUSG00000031444	F10	8
ENSMUSG00000039521	Foxp3	X
ENSMUSG00000035759	Bbs10	10
ENSMUSG00000060377	Rpl36a-ps1	14
ENSMUSG00000020886	Dlg4	11
ENSMUSG00000037070	Rbmxl1	8
ENSMUSG00000029401	Rilpl2	5
ENSMUSG00000100194	Tgif2lx2	X
ENSMUSG00000096265	4930467E23Rik	8
ENSMUSG00000041046	Ramp3	11
ENSMUSG00000032403	2300009A05Rik	9
ENSMUSG00000109813	Olfr1279	2
ENSMUSG00000100133	Tgif2lx1	X
ENSMUSG00000030431	Tmem238	7
ENSMUSG00000012076	Brms1l	12
ENSMUSG00000062844	Olfr1458	19
ENSMUSG00000063252	Gm4744	6
ENSMUSG00000028553	Angptl3	4
ENSMUSG00000038530	Rgs4	1
ENSMUSG00000047284	Neurl4	11
ENSMUSG00000028910	Mecr	4
ENSMUSG00000037801	Iqch	9
ENSMUSG00000063821	Dupd1	14
ENSMUSG00000029578	Wipi2	5
ENSMUSG00000021236	Entpd5	12
ENSMUSG00000109449	Olfr1280	2
ENSMUSG00000090662	Vmn2r45	7
ENSMUSG00000057503	Olfr1459	19
ENSMUSG00000055447	Cd47	16
ENSMUSG00000038319	Kcnh2	5
ENSMUSG00000074637	Sox2	3
ENSMUSG00000017631	Abr	11
ENSMUSG00000028556	Dock7	4
ENSMUSG00000109859	Gm45618	7
ENSMUSG00000031200	Mtcp1	X
ENSMUSG00000003847	Nfat5	8
ENSMUSG00000037214	Thap1	8
ENSMUSG00000037887	Dusp8	7
ENSMUSG00000039556	Ppp1r3f	X
ENSMUSG00000039242	B3galnt2	13
ENSMUSG00000024947	Men1	19
ENSMUSG00000048173	Olfr1324	X
ENSMUSG00000024300	Myo1f	17
ENSMUSG00000004846	Plod3	5
ENSMUSG00000090110	Cmc4	X
ENSMUSG00000109850	Gm45692	8
ENSMUSG00000037188	Grhl3	4
ENSMUSG00000028873	Cdca8	4
ENSMUSG00000044359	P2ry4	X
ENSMUSG00000054793	Cadm4	7
ENSMUSG00000095156	Olfr1281	2
ENSMUSG00000051076	Vtcn1	3
ENSMUSG00000034574	Daam1	12
ENSMUSG00000024914	Drap1	19
ENSMUSG00000020952	Scfd1	12
ENSMUSG00000094808	1810009J06Rik	6
ENSMUSG00000024422	Dhx16	17
ENSMUSG00000102037	Bcl2a1a	9
ENSMUSG00000096554	Olfr1282	2
ENSMUSG00000019899	Lama2	10
ENSMUSG00000024424	Ttc39c	18
ENSMUSG00000033767	Tmem131l	3
ENSMUSG00000040351	Ankib1	5
ENSMUSG00000096525	Gm2663	6
ENSMUSG00000026811	St6galnac6	2
ENSMUSG00000032410	Xrn1	9
ENSMUSG00000040229	Gpr34	X
ENSMUSG00000025558	Dock9	14
ENSMUSG00000039361	Picalm	7
ENSMUSG00000002769	Gnmt	17
ENSMUSG00000109322	Olfr1283	2
ENSMUSG00000079162	Trim43b	9
ENSMUSG00000099216	Obox8	7
ENSMUSG00000059518	Znhit1	5
ENSMUSG00000025085	Ablim1	19
ENSMUSG00000047678	Gpr82	X
ENSMUSG00000024780	Cdc37l1	19
ENSMUSG00000049115	Agtr1a	13
ENSMUSG00000020601	Trib2	12
ENSMUSG00000052921	Arhgef15	11
ENSMUSG00000010797	Wnt2	6
ENSMUSG00000049265	Kcnk3	5
ENSMUSG00000030553	Pgpep1l	7
ENSMUSG00000004768	Rab23	1
ENSMUSG00000039678	Tbc1d13	2
ENSMUSG00000002797	Ggct	6
ENSMUSG00000110091	Gm39115	7
ENSMUSG00000019880	Rspo3	10
ENSMUSG00000110061	Gm45337	7
ENSMUSG00000030432	Rpl28	7
ENSMUSG00000042650	Alkbh5	11
ENSMUSG00000108931	Olfr1284	2
ENSMUSG00000109655	Gm29735	7
ENSMUSG00000075590	Nrbp2	15
ENSMUSG00000005566	Trim28	7
ENSMUSG00000019558	Slc6a8	X
ENSMUSG00000032128	Robo3	9
ENSMUSG00000032375	Aph1b	9
ENSMUSG00000090471	Gm4553	7
ENSMUSG00000037797	Adh4	3
ENSMUSG00000054759	Krtap5-2	7
ENSMUSG00000060860	Ube2s	7
ENSMUSG00000041028	Ghitm	14
ENSMUSG00000032942	Ucp3	7
ENSMUSG00000079380	Gm8271	14
ENSMUSG00000091648	C2cd4d	3
ENSMUSG00000039233	Tbce	13
ENSMUSG00000024659	Anxa1	19
ENSMUSG00000087376	Gm15517	7
ENSMUSG00000074001	Klhl40	9
ENSMUSG00000012777	Acp4	7
ENSMUSG00000024782	Ak3	19
ENSMUSG00000070034	Sp110	1
ENSMUSG00000095912	Gm3317	14
ENSMUSG00000024151	Msh2	17
ENSMUSG00000029564	4930519G04Rik	5
ENSMUSG00000028108	Ecm1	3
ENSMUSG00000060487	Samd5	10
ENSMUSG00000028871	Rspo1	4
ENSMUSG00000030718	Ppme1	7
ENSMUSG00000045883	Olfr1461	19
ENSMUSG00000030378	Sult2a8	7
ENSMUSG00000021368	Tbc1d7	13
ENSMUSG00000020300	Cpeb4	11
ENSMUSG00000028150	Rorc	3
ENSMUSG00000066101	Gm10153	7
ENSMUSG00000094721	Olfr1462	19
ENSMUSG00000094430	Smbd1	16
ENSMUSG00000034105	Tldc1	8
ENSMUSG00000039632	Ccdc151	9
ENSMUSG00000062545	Tlr12	4
ENSMUSG00000060890	Arr3	X
ENSMUSG00000000753	Serpinf1	11
ENSMUSG00000074071	Fam169b	7
ENSMUSG00000096703	Olfr1286	2
ENSMUSG00000033737	Fndc3c1	X
ENSMUSG00000092618	Btnl6	17
ENSMUSG00000050822	Slc29a4	5
ENSMUSG00000046248	Krtap5-3	7
ENSMUSG00000023973	Cnpy3	17
ENSMUSG00000073786	Gm7579	7
ENSMUSG00000031154	Otud5	X
ENSMUSG00000047248	C2cd3	7
ENSMUSG00000070644	Etnk2	1
ENSMUSG00000046410	Kcnk6	7
ENSMUSG00000086962	Gm12248	11
ENSMUSG00000049600	Zbtb45	7
ENSMUSG00000021457	Syk	13
ENSMUSG00000002055	Spag5	11
ENSMUSG00000032409	Atr	9
ENSMUSG00000028536	2610528J11Rik	4
ENSMUSG00000045193	Cirbp	10
ENSMUSG00000029175	Slc35f6	5
ENSMUSG00000044505	Lingo4	3
ENSMUSG00000045648	Vwc2l	1
ENSMUSG00000033233	Trim45	3
ENSMUSG00000039474	Wfs1	5
ENSMUSG00000034732	Pabpc5	X
ENSMUSG00000045098	Kmt5b	19
ENSMUSG00000046556	Zfp319	8
ENSMUSG00000004100	Ppan	9
ENSMUSG00000026377	Nifk	1
ENSMUSG00000026047	Kdelc1	1
ENSMUSG00000090206	Tepp	8
ENSMUSG00000029777	Gars	6
ENSMUSG00000018822	Sfrp5	19
ENSMUSG00000024130	Abca3	17
ENSMUSG00000032495	Lrrc2	9
ENSMUSG00000029234	Tmem165	5
ENSMUSG00000100923	Olfr10	11
ENSMUSG00000101874	Olfr1391	11
ENSMUSG00000026172	Bcs1l	1
ENSMUSG00000108929	Cc2d2b	19
ENSMUSG00000021913	Ogdhl	14
ENSMUSG00000029053	Prkcz	4
ENSMUSG00000046994	Mars2	1
ENSMUSG00000061589	Dot1l	10
ENSMUSG00000020007	Il20ra	10
ENSMUSG00000020908	Myh3	11
ENSMUSG00000050854	Tmem125	4
ENSMUSG00000028414	Fktn	4
ENSMUSG00000051956	Rnf133	6
ENSMUSG00000029131	Dnajb6	5
ENSMUSG00000058407	Txndc9	1
ENSMUSG00000034738	Nostrin	2
ENSMUSG00000068798	Rap1a	3
ENSMUSG00000022793	B4galt4	16
ENSMUSG00000026401	Cd55b	1
ENSMUSG00000075604	Cyp11b1	15
ENSMUSG00000020515	Cnot8	11
ENSMUSG00000018740	Slc25a35	11
ENSMUSG00000063681	Crb1	1
ENSMUSG00000063253	Scoc	8
ENSMUSG00000066241	Olfr514	7
ENSMUSG00000068600	Gml2	15
ENSMUSG00000031827	Cotl1	8
ENSMUSG00000032892	Rangrf	11
ENSMUSG00000022342	Kcnv1	15
ENSMUSG00000026049	Tex30	1
ENSMUSG00000095586	Olfr1287	2
ENSMUSG00000042532	Golga7b	19
ENSMUSG00000040877	Wdr25	12
ENSMUSG00000073785	Krtap5-5	7
ENSMUSG00000022534	Mefv	16
ENSMUSG00000073723	Gm13102	4
ENSMUSG00000075172	Olfr1090	2
ENSMUSG00000044039	Olfr1288	2
ENSMUSG00000095901	Olfr538	7
ENSMUSG00000005547	Cyp2a5	7
ENSMUSG00000023845	Lnpep	17
ENSMUSG00000029882	2210010C04Rik	6
ENSMUSG00000094637	Vmn1r204	13
ENSMUSG00000010554	Mettl16	11
ENSMUSG00000031328	Flna	X
ENSMUSG00000047592	Nxpe5	5
ENSMUSG00000040044	Orc3	4
ENSMUSG00000073600	Prob1	18
ENSMUSG00000045421	Olfr1390	11
ENSMUSG00000031828	Klhl36	8
ENSMUSG00000100296	Vmn1r205	13
ENSMUSG00000070719	Pla2g4d	2
ENSMUSG00000110324	Gm40460	7
ENSMUSG00000052117	D630039A03Rik	4
ENSMUSG00000021266	Wars	12
ENSMUSG00000093942	Olfr46	7
ENSMUSG00000038690	Atp5j2	5
ENSMUSG00000031684	Slc10a7	8
ENSMUSG00000066571	4931406P16Rik	7
ENSMUSG00000036858	Ptcra	17
ENSMUSG00000023057	Fabp2	3
ENSMUSG00000107573	Olfr1389	11
ENSMUSG00000031918	Mtmr2	9
ENSMUSG00000101578	Vmn1r206	13
ENSMUSG00000022521	Crebbp	16
ENSMUSG00000036430	Tbcc	17
ENSMUSG00000030399	Ckm	7
ENSMUSG00000096016	Gm20937	Y
ENSMUSG00000110591	Gm31371	8
ENSMUSG00000000901	Mmp11	10
ENSMUSG00000023978	Prph2	17
ENSMUSG00000060594	Layn	9
ENSMUSG00000047969	Olfr1093	2
ENSMUSG00000031445	Proz	8
ENSMUSG00000037416	Dmxl1	18
ENSMUSG00000033186	Mzt1	14
ENSMUSG00000091539	Vmn1r238	18
ENSMUSG00000032482	Cspg5	9
ENSMUSG00000032291	Crabp1	9
ENSMUSG00000032057	4833427G06Rik	9
ENSMUSG00000061195	Olfr1289	2
ENSMUSG00000045989	4930451I11Rik	7
ENSMUSG00000028138	Adh5	3
ENSMUSG00000033294	Noc4l	5
ENSMUSG00000026657	Frmd4a	2
ENSMUSG00000025184	R3hcc1l	19
ENSMUSG00000027702	Lrrc34	3
ENSMUSG00000073598	1700066B19Rik	18
ENSMUSG00000032056	Btg4	9
ENSMUSG00000078420	Olfr141	2
ENSMUSG00000038462	Uqcrfs1	13
ENSMUSG00000015340	Cybb	X
ENSMUSG00000075266	Cenpw	10
ENSMUSG00000073599	Ecscr	18
ENSMUSG00000036499	Eea1	10
ENSMUSG00000071072	Ptges3	10
ENSMUSG00000006575	Rundc3a	11
ENSMUSG00000049422	Chchd10	10
ENSMUSG00000030452	Nipa2	7
ENSMUSG00000027703	Lrriq4	3
ENSMUSG00000020286	1700093K21Rik	11
ENSMUSG00000099102	Gm11983	11
ENSMUSG00000066100	Krtap5-1	7
ENSMUSG00000021238	Aldh6a1	12
ENSMUSG00000025185	Loxl4	19
ENSMUSG00000045236	Krtap5-4	7
ENSMUSG00000050157	Gm867	10
ENSMUSG00000003849	Nqo1	8
ENSMUSG00000019982	Myb	10
ENSMUSG00000110218	Gm20219	17
ENSMUSG00000028034	Fubp1	3
ENSMUSG00000040548	Tex2	11
ENSMUSG00000022307	Oxr1	15
ENSMUSG00000003438	Timm50	7
ENSMUSG00000040782	Cop1	1
ENSMUSG00000068732	Tmem167b	3
ENSMUSG00000057265	Bbof1	12
ENSMUSG00000029152	Ociad1	5
ENSMUSG00000037890	Wdr19	5
ENSMUSG00000094789	Gm28490	Y
ENSMUSG00000053279	Aldh1a1	19
ENSMUSG00000025155	Dus1l	11
ENSMUSG00000095809	Olfr1290	2
ENSMUSG00000036251	Trpm8	1
ENSMUSG00000096069	Olfr61	7
ENSMUSG00000020299	4930524B15Rik	11
ENSMUSG00000053550	Shisa7	7
ENSMUSG00000028796	Phc2	4
ENSMUSG00000089872	Rps6kc1	1
ENSMUSG00000001763	Tspan33	6
ENSMUSG00000027806	Tsc22d2	3
ENSMUSG00000098134	Rnf113a2	12
ENSMUSG00000064264	Zfp428	7
ENSMUSG00000047702	Olfr1388	11
ENSMUSG00000054091	1810037I17Rik	3
ENSMUSG00000030447	Cyfip1	7
ENSMUSG00000094819	Olfr53	7
ENSMUSG00000034762	Glis1	4
ENSMUSG00000094156	Sult2a7	7
ENSMUSG00000023873	1700010I14Rik	17
ENSMUSG00000020297	Nsg2	11
ENSMUSG00000108891	Olfr1291-ps1	2
ENSMUSG00000049643	2310022A10Rik	7
ENSMUSG00000070385	Ampd1	3
ENSMUSG00000025790	Slco3a1	7
ENSMUSG00000018548	Trim37	11
ENSMUSG00000024843	Chka	19
ENSMUSG00000028291	Akirin2	4
ENSMUSG00000062434	Olfr516	7
ENSMUSG00000032077	Bud13	9
ENSMUSG00000021733	Slc4a7	14
ENSMUSG00000040296	Ddx58	4
ENSMUSG00000015709	Arnt2	7
ENSMUSG00000026399	Cd55	1
ENSMUSG00000046719	Nxph3	11
ENSMUSG00000035637	Grhpr	4
ENSMUSG00000037475	Thoc2	X
ENSMUSG00000007891	Ctsd	7
ENSMUSG00000013846	St3gal1	15
ENSMUSG00000023911	Flywch2	17
ENSMUSG00000046667	Rbm12b1	4
ENSMUSG00000015968	Cacna1d	14
ENSMUSG00000044213	Olfr1094	2
ENSMUSG00000050810	Oog3	4
ENSMUSG00000029104	Htt	5
ENSMUSG00000056608	Chd9	8
ENSMUSG00000075171	Olfr1095	2
ENSMUSG00000043463	Rab9b	X
ENSMUSG00000096365	Olfr1463	19
ENSMUSG00000062157	Ifnlr1	4
ENSMUSG00000000420	Galnt1	18
ENSMUSG00000066240	Olfr517	7
ENSMUSG00000034755	Pcdh11x	X
ENSMUSG00000050552	Lamtor4	5
ENSMUSG00000034354	Mtmr3	11
ENSMUSG00000029253	Cenpc1	5
ENSMUSG00000037130	H2-M10.6	17
ENSMUSG00000108596	Gm49368	7
ENSMUSG00000001909	Trmt1	8
ENSMUSG00000086338	Gm13723	2
ENSMUSG00000046431	Olfr518	7
ENSMUSG00000052584	Serp2	14
ENSMUSG00000051335	Gfod1	13
ENSMUSG00000061531	Tmem236	2
ENSMUSG00000075170	Olfr1097	2
ENSMUSG00000061039	Olfr920	9
ENSMUSG00000075169	Olfr1098	2
ENSMUSG00000030786	Itgam	7
ENSMUSG00000053040	Aph1c	9
ENSMUSG00000022761	Lztr1	16
ENSMUSG00000003848	Nob1	8
ENSMUSG00000001039	B9d1	11
ENSMUSG00000075168	Olfr1099	2
ENSMUSG00000070643	Sox13	1
ENSMUSG00000058317	Ube2e2	14
ENSMUSG00000001829	Clpb	7
ENSMUSG00000020131	Pcsk4	10
ENSMUSG00000028243	Ubxn2b	4
ENSMUSG00000036002	Fam214b	4
ENSMUSG00000083616	H2afb3	X
ENSMUSG00000022589	Cyp11b2	15
ENSMUSG00000064181	Rab3ip	10
ENSMUSG00000045777	Ifitm10	7
ENSMUSG00000000282	Mnt	11
ENSMUSG00000038542	Pcid2	8
ENSMUSG00000038260	Trpm4	7
ENSMUSG00000064030	Pym1	10
ENSMUSG00000047534	Mis18bp1	12
ENSMUSG00000034265	Zdhhc14	17
ENSMUSG00000063801	Ap3s2	7
ENSMUSG00000049436	Upk1b	16
ENSMUSG00000110040	Gm49369	7
ENSMUSG00000047286	Olfr370	8
ENSMUSG00000042215	Bag2	1
ENSMUSG00000056617	4931429L15Rik	9
ENSMUSG00000070875	Olfr1100	2
ENSMUSG00000062593	Gm49339	10
ENSMUSG00000066239	Olfr519	7
ENSMUSG00000035595	1600002K03Rik	10
ENSMUSG00000108908	Olfr1293-ps	2
ENSMUSG00000041037	Irgq	7
ENSMUSG00000005813	Metap1	3
ENSMUSG00000000120	Ngfr	11
ENSMUSG00000061759	Armt1	10
ENSMUSG00000050957	Insl6	19
ENSMUSG00000033938	Ndufb7	8
ENSMUSG00000052605	Isoc2b	7
ENSMUSG00000030397	Mark4	7
ENSMUSG00000011632	Pinlyp	7
ENSMUSG00000109547	Olfr1294	2
ENSMUSG00000049106	Dcaf5	12
ENSMUSG00000112023	Lilr4b	10
ENSMUSG00000070031	Sp140	1
ENSMUSG00000024270	Slc39a6	18
ENSMUSG00000049709	Nlrp10	7
ENSMUSG00000079197	Psme2	14
ENSMUSG00000028978	Nos3	5
ENSMUSG00000037992	Rara	11
ENSMUSG00000031792	Usb1	8
ENSMUSG00000029661	Col1a2	6
ENSMUSG00000039218	Srrm2	17
ENSMUSG00000019256	Ahr	12
ENSMUSG00000094929	Gm3526	14
ENSMUSG00000026712	Mrc1	2
ENSMUSG00000052821	Cysltr1	X
ENSMUSG00000066030	Oog2	4
ENSMUSG00000048332	Lhfp	3
ENSMUSG00000046971	Pla2g4f	2
ENSMUSG00000031963	Bmper	9
ENSMUSG00000037196	Pacrg	17
ENSMUSG00000015337	Endog	2
ENSMUSG00000096023	Gm3542	14
ENSMUSG00000073010	Gm5127	X
ENSMUSG00000053253	Ndfip2	14
ENSMUSG00000021952	Xpo4	14
ENSMUSG00000018899	Irf1	11
ENSMUSG00000029561	Oasl2	5
ENSMUSG00000026222	Sp100	1
ENSMUSG00000039660	Spout1	2
ENSMUSG00000086784	Isoc2a	7
ENSMUSG00000108919	Olfr1295	2
ENSMUSG00000054836	Elp6	9
ENSMUSG00000025887	Casp12	9
ENSMUSG00000066442	Mthfs	9
ENSMUSG00000031029	Eif3f	7
ENSMUSG00000112148	Lilrb4a	10
ENSMUSG00000028218	Fam92a	4
ENSMUSG00000038295	Atg9b	5
ENSMUSG00000050473	Slc35d3	10
ENSMUSG00000020664	Dld	12
ENSMUSG00000094858	Olfr1297	2
ENSMUSG00000062199	Olfr1465	19
ENSMUSG00000025413	Ttc4	4
ENSMUSG00000096485	Olfr1466	19
ENSMUSG00000073967	Olfr557	7
ENSMUSG00000024457	Trim26	17
ENSMUSG00000054021	Sirt5	13
ENSMUSG00000051246	Msantd1	5
ENSMUSG00000049015	Olfr1467	19
ENSMUSG00000020279	Il9r	11
ENSMUSG00000070319	Eif3g	9
ENSMUSG00000060703	Cd302	2
ENSMUSG00000089929	Bcl2a1b	9
ENSMUSG00000048155	H2bfm	X
ENSMUSG00000031364	Grpr	X
ENSMUSG00000050705	2310061I04Rik	17
ENSMUSG00000109487	Olfr1298	2
ENSMUSG00000063777	Olfr1469	19
ENSMUSG00000100838	Gm29094	9
ENSMUSG00000022037	Clu	14
ENSMUSG00000043865	Tas2r118	6
ENSMUSG00000042659	Arrdc4	7
ENSMUSG00000096320	Olfr1471	19
ENSMUSG00000114942	Gm49361	14
ENSMUSG00000052707	Tnrc6a	7
ENSMUSG00000021959	Lats2	14
ENSMUSG00000007379	Dennd2c	3
ENSMUSG00000020431	Adcy1	11
ENSMUSG00000029177	Cenpa	5
ENSMUSG00000039701	Usp53	3
ENSMUSG00000095189	Olfr1472	19
ENSMUSG00000070972	Dnajc25	4
ENSMUSG00000020014	Cfap54	10
ENSMUSG00000021033	Gstz1	12
ENSMUSG00000074449	Gm15319	8
ENSMUSG00000022350	Washc5	15
ENSMUSG00000026141	Col19a1	1
ENSMUSG00000032563	Mrpl3	9
ENSMUSG00000040843	Tiprl	1
ENSMUSG00000028240	Cyp7a1	4
ENSMUSG00000022798	4930435E12Rik	16
ENSMUSG00000024436	Mrps18b	17
ENSMUSG00000026196	Bard1	1
ENSMUSG00000030409	Dmpk	7
ENSMUSG00000056296	Synpr	14
ENSMUSG00000038607	Gng10	4
ENSMUSG00000101471	Gm29276	Y
ENSMUSG00000028747	Htr6	4
ENSMUSG00000096003	Gm3500	14
ENSMUSG00000092345	Gm20503	4
ENSMUSG00000003476	Crhr2	6
ENSMUSG00000027810	Eif2a	3
ENSMUSG00000083695	Rnf138rt1	X
ENSMUSG00000094825	Gm3194	14
ENSMUSG00000070423	Olfr558	7
ENSMUSG00000021028	Mbip	12
ENSMUSG00000036943	Rab8b	9
ENSMUSG00000034126	Pomt2	12
ENSMUSG00000039097	Rln1	19
ENSMUSG00000025977	Boll	1
ENSMUSG00000095634	Gm20816	Y
ENSMUSG00000002365	Snx9	17
ENSMUSG00000041132	N4bp2l1	5
ENSMUSG00000024747	Aldh1a7	19
ENSMUSG00000028869	Gnl2	4
ENSMUSG00000043671	Dpy19l3	7
ENSMUSG00000003070	Efna2	10
ENSMUSG00000038925	E330034G19Rik	14
ENSMUSG00000037275	Gemin5	11
ENSMUSG00000039710	Slc7a12	3
ENSMUSG00000054976	Nyap2	1
ENSMUSG00000100586	Vmn1r90	7
ENSMUSG00000039661	Dusp26	8
ENSMUSG00000110221	Gm36210	7
ENSMUSG00000064294	Aox3	1
ENSMUSG00000031155	Pim2	X
ENSMUSG00000000276	Dgke	11
ENSMUSG00000025393	Atp5b	10
ENSMUSG00000095797	Gm8246	14
ENSMUSG00000024426	Atat1	17
ENSMUSG00000109219	Olfr1299	2
ENSMUSG00000019767	Ccdc170	10
ENSMUSG00000042707	Dnali1	4
ENSMUSG00000032186	Tmod2	9
ENSMUSG00000048100	Taf13	3
ENSMUSG00000048251	Bcl11b	12
ENSMUSG00000100032	Gm20817	Y
ENSMUSG00000037157	Il22ra1	4
ENSMUSG00000046262	C87977	4
ENSMUSG00000027808	Serp1	3
ENSMUSG00000094578	Gm3187	14
ENSMUSG00000033916	Chmp2a	7
ENSMUSG00000049657	Zbtb5	4
ENSMUSG00000031790	Mmp15	8
ENSMUSG00000039105	Atp6v1g1	4
ENSMUSG00000047423	AI837181	19
ENSMUSG00000059136	Olfr539	7
ENSMUSG00000032177	Pde4a	9
ENSMUSG00000036306	Lzts1	8
ENSMUSG00000028367	Txn1	4
ENSMUSG00000074406	Zfp628	7
ENSMUSG00000026082	Rev1	1
ENSMUSG00000095295	Gm3488	14
ENSMUSG00000022070	Bora	14
ENSMUSG00000066273	Olfr33	7
ENSMUSG00000033632	AW554918	18
ENSMUSG00000063386	Olfr1387	11
ENSMUSG00000029223	Uchl1	5
ENSMUSG00000097853	Gm3532	14
ENSMUSG00000066122	Olfr45	7
ENSMUSG00000037544	Dlgap5	14
ENSMUSG00000041120	Nbl1	4
ENSMUSG00000042554	Zp3r	1
ENSMUSG00000030588	Yif1b	7
ENSMUSG00000010529	Gm266	12
ENSMUSG00000063316	Rpl27	11
ENSMUSG00000071493	Vmn1r208	13
ENSMUSG00000072955	Tmsb15l	X
ENSMUSG00000027104	Atf2	2
ENSMUSG00000021281	Tnfaip2	12
ENSMUSG00000024430	Cabyr	18
ENSMUSG00000048440	Cyp4f16	17
ENSMUSG00000089768	Tmsb15b1	X
ENSMUSG00000089996	Tmsb15b2	X
ENSMUSG00000032458	Copb2	9
ENSMUSG00000031028	Tub	7
ENSMUSG00000062210	Tnfaip8	18
ENSMUSG00000096486	Gm5426	10
ENSMUSG00000032523	Hhatl	9
ENSMUSG00000029012	Orc5	5
ENSMUSG00000024269	Tpgs2	18
ENSMUSG00000000903	Vpreb3	10
ENSMUSG00000037139	Myom3	4
ENSMUSG00000023826	Park2	17
ENSMUSG00000049281	Scn3b	9
ENSMUSG00000032705	Exd2	12
ENSMUSG00000026083	Eif5b	1
ENSMUSG00000059897	Zfp930	8
ENSMUSG00000000600	Krit1	5
ENSMUSG00000063406	Tmed5	5
ENSMUSG00000029254	Stap1	5
ENSMUSG00000028971	Cort	4
ENSMUSG00000024044	Epb41l3	17
ENSMUSG00000051225	Fam83a	15
ENSMUSG00000031367	Ap1s2	X
ENSMUSG00000079038	D130040H23Rik	8
ENSMUSG00000046442	Ppm1e	11
ENSMUSG00000066272	Olfr559	7
ENSMUSG00000048330	Ric3	7
ENSMUSG00000057997	Olfr541	7
ENSMUSG00000031930	Wwp2	8
ENSMUSG00000050747	Trim15	17
ENSMUSG00000029700	Slc13a1	6
ENSMUSG00000024911	Fibp	19
ENSMUSG00000029054	Gabrd	4
ENSMUSG00000011096	Akt1s1	7
ENSMUSG00000039043	Arpin	7
ENSMUSG00000029267	Mtf2	5
ENSMUSG00000038255	Neurod2	11
ENSMUSG00000040836	Gpr161	1
ENSMUSG00000021962	Dcp1a	14
ENSMUSG00000071491	Vmn1r209	13
ENSMUSG00000060962	Dmkn	7
ENSMUSG00000052301	Doc2a	7
ENSMUSG00000043059	Zfp513	5
ENSMUSG00000049620	Prss33	17
ENSMUSG00000091779	Gm21293	10
ENSMUSG00000035575	Utp6	11
ENSMUSG00000038845	Phb	11
ENSMUSG00000090553	Snrpe	1
ENSMUSG00000004455	Ppp1cc	5
ENSMUSG00000063659	Zbtb18	1
ENSMUSG00000040389	Wdr47	3
ENSMUSG00000022295	Atp6v1c1	15
ENSMUSG00000097427	Gm6763	10
ENSMUSG00000095263	Gm21094	Y
ENSMUSG00000108167	Olfr1386	11
ENSMUSG00000028460	Sit1	4
ENSMUSG00000042625	Safb2	17
ENSMUSG00000035285	Nat14	7
ENSMUSG00000000568	Hnrnpd	5
ENSMUSG00000078346	H2al1n	X
ENSMUSG00000038539	Atf5	7
ENSMUSG00000021130	Galnt16	12
ENSMUSG00000030587	2200002D01Rik	7
ENSMUSG00000069255	Dusp22	13
ENSMUSG00000010358	Ifi35	11
ENSMUSG00000036781	Rps27l	9
ENSMUSG00000011263	Exoc3l2	7
ENSMUSG00000026980	Ly75	2
ENSMUSG00000029145	Eif2b4	5
ENSMUSG00000061296	Vmn1r210	13
ENSMUSG00000020003	Pex7	10
ENSMUSG00000044772	Sntn	14
ENSMUSG00000042606	Hirip3	7
ENSMUSG00000021023	1110008L16Rik	12
ENSMUSG00000073705	Cenps	4
ENSMUSG00000029504	Ddx51	5
ENSMUSG00000038179	Slamf7	1
ENSMUSG00000107280	Gm9495	8
ENSMUSG00000021768	Dusp13	14
ENSMUSG00000074141	Il4i1	7
ENSMUSG00000070532	Ccdc190	1
ENSMUSG00000055963	Triqk	4
ENSMUSG00000066319	Rtp3	9
ENSMUSG00000015468	Notch4	17
ENSMUSG00000032725	Folr2	7
ENSMUSG00000028911	Srsf4	4
ENSMUSG00000015970	Chdh	14
ENSMUSG00000007850	Hnrnph1	11
ENSMUSG00000042208	0610010F05Rik	11
ENSMUSG00000038775	Vill	9
ENSMUSG00000030689	Ino80e	7
ENSMUSG00000010796	Asz1	6
ENSMUSG00000026634	Angel2	1
ENSMUSG00000029402	Snrnp35	5
ENSMUSG00000075569	Rsph10b	5
ENSMUSG00000034311	Kif4	X
ENSMUSG00000038351	Sgsm2	11
ENSMUSG00000084902	Gm281	14
ENSMUSG00000029627	Zkscan14	5
ENSMUSG00000032737	Inppl1	7
ENSMUSG00000050608	Minos1	4
ENSMUSG00000039328	Rnf122	8
ENSMUSG00000035279	Ssc5d	7
ENSMUSG00000061458	Nol10	12
ENSMUSG00000022790	Igsf11	16
ENSMUSG00000060227	Casc4	2
ENSMUSG00000036949	Slc39a12	2
ENSMUSG00000028879	Stx12	4
ENSMUSG00000104633	Gm42421	5
ENSMUSG00000038520	Tbc1d17	7
ENSMUSG00000079109	Pms2	5
ENSMUSG00000028794	A3galt2	4
ENSMUSG00000033964	Zbtb41	1
ENSMUSG00000015668	Pdzd11	X
ENSMUSG00000057149	Olfr1301	2
ENSMUSG00000025010	Ccnj	19
ENSMUSG00000043366	Olfr78	7
